Country,Region,Year,Project Title,Budget (USD),Expense (USD),SDGs,Signature Solution,SAMOA Pathway,Funding Sources
CPV,AIS,2018,Mainstreaming biodiversity conservation into the tourism,1000272,439334,"Goal 13 - Climate Action,Goal 14 - Life Below Water",Promote nature-based solutions for a sustainable planet,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 5 - Oceans and seas,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 14 - Biodiversity","Global Environment Fund Truste,Government of Cape Verde,United Nations development Pro"
CPV,AIS,2019,Mainstreaming biodiversity conservation into the tourism,685481,786263,"Goal 13 - Climate Action,Goal 14 - Life Below Water",Promote nature-based solutions for a sustainable planet,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 5 - Oceans and seas,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 14 - Biodiversity","Global Environment Fund Truste,Government of Cape Verde,United Nations development Pro"
CPV,AIS,2020,Mainstreaming biodiversity conservation into the tourism,682149,622957,"Goal 13 - Climate Action,Goal 14 - Life Below Water",Promote nature-based solutions for a sustainable planet,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 5 - Oceans and seas,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 14 - Biodiversity","Global Environment Fund Truste,Government of Cape Verde,United Nations development Pro"
CPV,AIS,2021,Mainstreaming biodiversity conservation into the tourism,749022,664176,"Goal 13 - Climate Action,Goal 14 - Life Below Water",Promote nature-based solutions for a sustainable planet,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 5 - Oceans and seas,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 14 - Biodiversity","Global Environment Fund Truste,Government of Cape Verde,United Nations development Pro"
CPV,AIS,2022,Mainstreaming biodiversity conservation into the tourism,943661,545956,"Goal 13 - Climate Action,Goal 14 - Life Below Water",Promote nature-based solutions for a sustainable planet,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 5 - Oceans and seas,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 14 - Biodiversity","Global Environment Fund Truste,Government of Cape Verde,United Nations development Pro"
CPV,AIS,2017,"PROGRAM TO SUPPORT EMPLOIMENT, EMPLOYABILITY & INSERTION",52040,7803,Goal 1 - No Poverty,"Keeping people out of poverty,Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","MDTFO-UNDP CVF,United Nations Children'S Fund,United Nations development Pro"
CPV,AIS,2018,"PROGRAM TO SUPPORT EMPLOIMENT, EMPLOYABILITY & INSERTION",317733,235508,Goal 1 - No Poverty,"Keeping people out of poverty,Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","MDTFO-UNDP CVF,United Nations Children'S Fund,United Nations development Pro"
CPV,AIS,2019,"PROGRAM TO SUPPORT EMPLOIMENT, EMPLOYABILITY & INSERTION",609666,625720,Goal 1 - No Poverty,"Keeping people out of poverty,Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","MDTFO-UNDP CVF,United Nations Children'S Fund,United Nations development Pro"
CPV,AIS,2020,"PROGRAM TO SUPPORT EMPLOIMENT, EMPLOYABILITY & INSERTION",323915,286836,Goal 1 - No Poverty,"Keeping people out of poverty,Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","MDTFO-UNDP CVF,United Nations Children'S Fund,United Nations development Pro"
CPV,AIS,2021,"PROGRAM TO SUPPORT EMPLOIMENT, EMPLOYABILITY & INSERTION",309716,330899,Goal 1 - No Poverty,"Keeping people out of poverty,Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","MDTFO-UNDP CVF,United Nations Children'S Fund,United Nations development Pro"
CPV,AIS,2022,"PROGRAM TO SUPPORT EMPLOIMENT, EMPLOYABILITY & INSERTION",885092,455955,Goal 1 - No Poverty,"Keeping people out of poverty,Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","MDTFO-UNDP CVF,United Nations Children'S Fund,United Nations development Pro"
CPV,AIS,2019,STRENGTHENING GOVERNANCE IN CABO VERDE,261529,261335,"Goal 1 - No Poverty,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals,Goal 5 - Gender Equality","Other,Strengthen effective, inclusive and accountable governance,Strenghten gender equality and the empowerment of women and girls","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 13 - Social Development",United Nations development Pro
CPV,AIS,2020,STRENGTHENING GOVERNANCE IN CABO VERDE,192598,184298,"Goal 1 - No Poverty,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals,Goal 5 - Gender Equality","Other,Strengthen effective, inclusive and accountable governance,Strenghten gender equality and the empowerment of women and girls","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 13 - Social Development",United Nations development Pro
CPV,AIS,2021,STRENGTHENING GOVERNANCE IN CABO VERDE,137500,107464,"Goal 1 - No Poverty,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals,Goal 5 - Gender Equality","Other,Strengthen effective, inclusive and accountable governance,Strenghten gender equality and the empowerment of women and girls","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 13 - Social Development",United Nations development Pro
CPV,AIS,2022,STRENGTHENING GOVERNANCE IN CABO VERDE,478000,188652,"Goal 1 - No Poverty,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals,Goal 5 - Gender Equality","Other,Strengthen effective, inclusive and accountable governance,Strenghten gender equality and the empowerment of women and girls","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 13 - Social Development",United Nations development Pro
CPV,AIS,2019,Accelerator Lab - Cabo Verde,207278,109964,"Goal 1 - No Poverty,Goal 17 - Partnership for the goals","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 16 - Means of implementation, including partnerships","Government of Germany,Government of Italy,Qatar Fund For development,United Nations development Pro"
CPV,AIS,2020,Accelerator Lab - Cabo Verde,204008,204019,"Goal 1 - No Poverty,Goal 17 - Partnership for the goals","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 16 - Means of implementation, including partnerships","Government of Germany,Government of Italy,Qatar Fund For development,United Nations development Pro"
CPV,AIS,2021,Accelerator Lab - Cabo Verde,216562,174236,"Goal 1 - No Poverty,Goal 17 - Partnership for the goals","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 16 - Means of implementation, including partnerships","Government of Germany,Government of Italy,Qatar Fund For development,United Nations development Pro"
CPV,AIS,2022,Accelerator Lab - Cabo Verde,321340,227852,"Goal 1 - No Poverty,Goal 17 - Partnership for the goals","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 16 - Means of implementation, including partnerships","Government of Germany,Government of Italy,Qatar Fund For development,United Nations development Pro"
CPV,AIS,2019,STRENGTHENING EDUCATIONAL QUALITY,5000,5000,Goal 5 - Gender Equality,"Other,Strenghten gender equality and the empowerment of women and girls",Goal 13 - Social Development,United Nations development Pro
CPV,AIS,2021,STRENGTHENING EDUCATIONAL QUALITY,3800,3655,Goal 5 - Gender Equality,"Other,Strenghten gender equality and the empowerment of women and girls",Goal 13 - Social Development,United Nations development Pro
CPV,AIS,2022,STRENGTHENING EDUCATIONAL QUALITY,101150,16592,Goal 5 - Gender Equality,"Other,Strenghten gender equality and the empowerment of women and girls",Goal 13 - Social Development,United Nations development Pro
CPV,AIS,2020,FONDS DAPPUI AU PROCESSUS DE DECENTRALISATION AU CABO V,662800,696066,Goal 1 - No Poverty,"Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","MDTFO-UNDP CVF,United Nations development Pro"
CPV,AIS,2021,FONDS DAPPUI AU PROCESSUS DE DECENTRALISATION AU CABO V,2156041,2110474,Goal 1 - No Poverty,"Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","MDTFO-UNDP CVF,United Nations development Pro"
CPV,AIS,2022,FONDS DAPPUI AU PROCESSUS DE DECENTRALISATION AU CABO V,1892389,1764183,Goal 1 - No Poverty,"Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","MDTFO-UNDP CVF,United Nations development Pro"
