SIDS,Budget_letter,Budget,Project,SDG,Funding,Year
Dominican Republic,153k,,Fomento PyMES Innovación,9,Donor Countries,2022
Dominican Republic,565k,,Modernización y Desarrollo Productivo MICM,9,Donor Countries,2022
Jamaica,29k,,Supporting Sustainable Transportation through E-Mobility,9,Donor Countries,2022
Maldives,70k,,Enhancing UNDP Engagement,9,Donor Countries,2022
Maldives,606k,,Eliminating POPs through sound management of chemicals,9,Donor Countries,2022
Maldives,171k,,Accelerator Lab - Maldives,9,Donor Countries,2022
Mauritius,3M,,GCF - Accelerating Low Carbon,9,Donor Countries,2022
Mauritius,402k,,Mainstreaming SLM and Biodiversity Conversation in Mtius,9,Donor Countries,2022
Papua New Guinea,1M,,Investing in Coral Reefs & the Blue Economy: BE-EIF,9,Donor Countries,2022
Samoa,610k,,COVID-19 Prep & Recovery: Economic Diversification,9,Donor Countries,2022
Samoa,65k,,Digital Transformation (SDTP),9,Donor Countries,2022
Sao Tome and Principe,131k,,Young Social Entrepreneurship,9,Donor Countries,2022
Timor-Leste,700k,,Strengthening targeted national capacities to improve,9,Donor Countries,2022
Comoros,82k,,Promotion de l’entrepreneuriat jeune et féminin dans les,10,Donor Countries,2022
Cook Islands,159k,,UNPRPD Cook Islands,10,Donor Countries,2022
Cuba,9k,,INFORME NACIONAL DE DESARROLLO HUMANO EN CUBA,10,Donor Countries,2022
Dominican Republic,600k,,Eficiencia y Calidad Formacion Docente,10,Donor Countries,2022
Dominican Republic,70k,,Implementando enfoques de Desarrollo Humano en políticas públicas de Republica Dominicana,10,Donor Countries,2022
Dominican Republic,58k,,Inclusión social de las personas con discapacidad,10,Donor Countries,2022
Dominican Republic,175k,,Dialogo Binacional,10,Donor Countries,2022
Dominican Republic,1M,,Fortalecimiento Estratégico Ayuntamiento SD Este,10,Donor Countries,2022
Guinea-Bissau,2,,EU - Renforcement des Capacités en Politiques et Aide,10,Donor Countries,2022
Haiti,404k,,Reponse a la Crise COVID19 en Haiti,10,Donor Countries,2022
Jamaica,145k,,Social Justice Project (So-JUST),10,Donor Countries,2022
Sao Tome and Principe,258k,,PLANFICATION ET PROGRAMM-PAYS,10,Donor Countries,2022
Sao Tome and Principe,234k,,PIMS4602 - RENEWABLE ENERGY,10,Donor Countries,2022
Sao Tome and Principe,131k,,Young Social Entrepreneurship,10,Donor Countries,2022
Sao Tome and Principe,750k,,Export Value Chain,10,Donor Countries,2022
Suriname,15k,,Development Effectiveness Project,10,Donor Countries,2022
Suriname,75k,,"Inclusion, Building Resilience and Improving Livelihoods",10,Donor Countries,2022
Bahrain,398k,,Bahrain Unit for Sustainable Energy,11,Donor Countries,2022
Belize,548k,,Enabling Gender-Responsive Disaster Recovery,11,Donor Countries,2022
Belize,4k,,UNDP/OAK Re-granting Partnership,11,Donor Countries,2022
Belize,2M,,Piloting e-mobility within Belize’s Public Transport Sys,11,Donor Countries,2022
Cuba,202k,,Sector productivo y económico Huracan IRMA,11,Donor Countries,2022
Cuba,220k,,Adaptándonos a la sequía en Santiago de Cuba,11,Donor Countries,2022
Cuba,424k,,Emergencia Sequía Region Oriental Fase II,11,Donor Countries,2022
Cuba,2M,,SOLUCIONES INGENIERAS MALECON,11,Donor Countries,2022
Cuba,783k,,RESILIENCIA URBANA HABANA,11,Donor Countries,2022
Cuba,646k,,Empleo para Jóvenes en Guantánamo,11,Donor Countries,2022
Cuba,2M,,Empleo Autoabastecimiento COVID-19,11,Donor Countries,2022
Cuba,833k,,Respuesta inmediata Pinar del Rio (H.Ian),11,Donor Countries,2022
Cuba,196k,,Emergency Matanzas Supertanker Base,11,Donor Countries,2022
Cuba,141k,,Housing-urban planning in Havana,11,Donor Countries,2022
Dominica,856k,,“Strengthening sustainable livelihoods and resilience i,11,Donor Countries,2022
Dominican Republic,176k,,Recuperación socioeconómica de hogares y MIPYMES,11,Donor Countries,2022
Guinea-Bissau,214k,,HC - UNDP Guinea Bissau Early Response to COVID-19,11,Donor Countries,2022
Haiti,3M,,Programme de relèvement post-Matthew,11,Donor Countries,2022
Haiti,1,,CARTOGRAPHIE MULTIRISQUES ET GESTION DU SOL,11,Donor Countries,2022
Haiti,3M,,Appui Gouvernance Locale et Developpement Territorial,11,Donor Countries,2022
Haiti,11k,,Promotion de la cohésion sociale à Jérémie,11,Donor Countries,2022
Haiti,632k,,National Adaptation Plan,11,Donor Countries,2022
Haiti,500k,,Cadre Intégré National pour le Finance du Dév en Haiti,11,Donor Countries,2022
Haiti,20M,,Vers lélimination du paludisme en Haïti,11,Donor Countries,2022
Haiti,448k,,INITIATION PLAN-POST SEISME,11,Donor Countries,2022
Maldives,3M,,GCF-Managing climate change induced water shortages,11,Donor Countries,2022
Mauritius,546k,,COVID-19 MAURITIUS,11,Donor Countries,2022
Timor-Leste,6k,,Support to the Gov of Timor-Leste responding to COVID-19,11,Donor Countries,2022
Timor-Leste,4M,,Safeguarding rural communities and their physical assets,11,Donor Countries,2022
Timor-Leste,2M,,The ACCESS project,11,Donor Countries,2022
Timor-Leste,95k,,Supporting Flood Response and Recovery project,11,Donor Countries,2022
Belize,3k,,Strengthening National Systems for United Nations Convention Against Corruption Implementation in Belize,12,Donor Countries,2022
Belize,479k,,Enhancing jaguar corridors and strongholds,12,Donor Countries,2022
Cuba,2M,,FORMACION PROFESIONAL JOVENES Y TRABAJADORES,12,Donor Countries,2022
Cuba,23k,,ECOATLAS,12,Donor Countries,2022
Cuba,130k,,Fortalecimiento Institucional CUBAENERGIA - OTOZ,12,Donor Countries,2022
Cuba,126k,,ELIMINACION HCFC FASE II,12,Donor Countries,2022
Dominican Republic,304k,,Plataforma Rescate Ozama,12,Donor Countries,2022
Dominican Republic,189k,,Plan eliminacion HCFC Fase III,12,Donor Countries,2022
Dominican Republic,1M,,Fortalecimiento Estratégico Ayuntamiento SD Este,12,Donor Countries,2022
Guinea-Bissau,599k,,HC – NFM2 Malaria,12,Donor Countries,2022
Guinea-Bissau,90k,,GC - Enhancing Capacities National Volunteer Committee,12,Donor Countries,2022
Guyana,74k,,Hydrochlorofluorocarbons (HCFC) Phase-Out Management Plan Stage II,12,Donor Countries,2022
Haiti,20M,,Vers lélimination du paludisme en Haïti,12,Donor Countries,2022
Haiti,231k,,Paysages productifs,12,Donor Countries,2022
Jamaica,3k,,HCFC Phase out Management Plan -1st Stage Implementation,12,Donor Countries,2022
Jamaica,7k,,Initiation Plan for Ratification of Kigali Amendment,12,Donor Countries,2022
Maldives,70k,,Enhancing UNDP Engagement,12,Donor Countries,2022
Maldives,606k,,Eliminating POPs through sound management of chemicals,12,Donor Countries,2022
Maldives,661k,,Improvement of Infectious Waste Mng in SW Asia.,12,Donor Countries,2022
Maldives,525k,,CHINA-UNDP Triangular Cooperation Response to COVID-19,12,Donor Countries,2022
Suriname,144k,,"Strengthening capacities for REDD+ (Countries’ efforts to Reduce Emissions from Deforestation and Forest degradation, and foster conservation, sustainable management of forests, and enhancement of forest carbon stocks)",12,Donor Countries,2022
Suriname,930k,,Environmental Management Mining,12,Donor Countries,2022
Suriname,21k,,PPG GEF GOLD + in Suriname,12,Donor Countries,2022
Suriname,59k,,Roadmap for Sustainable Financing,12,Donor Countries,2022
Antigua and Barbuda,909k,,B-Envelope after Irma hurricane. Housing Support to Barb,13,Donor Countries,2022
Aruba,2M,,Aruba’s SISSTEM Faculty initiative,13,Donor Countries,2022
Barbados,241k,,Engagement Facility,13,Donor Countries,2022
Barbados,282k,,Caribbean Recovery and Resilience Programme,13,Donor Countries,2022
Barbados,4M,,"Enabling Gender-Responsive Disaster Recovery, Climate an",13,Donor Countries,2022
Barbados,21k,,Blue Economy Finance for SIDS - SDG Fund Component 2,13,Donor Countries,2022
Barbados,641k,,ENGAGEMENT FACILITY-BRB,13,Donor Countries,2022
Belize,548k,,Enabling Gender-Responsive Disaster Recovery,13,Donor Countries,2022
Belize,2M,,Piloting e-mobility within Belize’s Public Transport Sys,13,Donor Countries,2022
Cabo Verde,944k,,Mainstreaming biodiversity conservation into the tourism,13,Donor Countries,2022
Cabo Verde,255k,,4 National Communication and BUR under the UNFCCC,13,Donor Countries,2022
Comoros,180k,,PIMS 4926 Enhancing adaptive capacity for increased reli,13,Donor Countries,2022
Comoros,60k,,Renf. des capacités du Programme de Microfinancement FEM,13,Donor Countries,2022
Comoros,1M,,Renforcement de la résilience des Comores aux risques,13,Donor Countries,2022
Comoros,10M,,Ensuring climate resilient water Comoros -PIMS-5740-GCF,13,Donor Countries,2022
Cuba,874k,,LANDSCAPE APPROACH MOUNTAIN ECOSYSTEMS,13,Donor Countries,2022
Cuba,472k,,BIOENERGIA - CLEAN ENERGY TECHNOLOGIES FOR THE RURAL AREAS IN CUBA,13,Donor Countries,2022
Cuba,1M,,Fortalecimiento de las cadenas de frutales en Cuba.,13,Donor Countries,2022
Cuba,202k,,Sector productivo y económico Huracan IRMA,13,Donor Countries,2022
Cuba,504k,,INFOGEO - SISTEMA INFORMACION AMBIENTAL (MEDIUM SIZE),13,Donor Countries,2022
Cuba,220k,,Adaptándonos a la sequía en Santiago de Cuba,13,Donor Countries,2022
Cuba,1M,,Resiliencia Energetica post Irma,13,Donor Countries,2022
Cuba,424k,,Emergencia Sequía Region Oriental Fase II,13,Donor Countries,2022
Cuba,3M,,Resiliencia Costera,13,Donor Countries,2022
Cuba,311k,,FINANCING MECHANISMS IN SUSTAINABLE LAND MANAGEMENT,13,Donor Countries,2022
Cuba,1M,,Low-carbon transport systems in Havana (Medium size),13,Donor Countries,2022
Cuba,2M,,ALASS Autoabastecimiento local para una alimentación sos,13,Donor Countries,2022
Cuba,781k,,FRELOCAL - FUENTES RENOVABLES DE ENERGIA - DES LOCAL,13,Donor Countries,2022
Cuba,23k,,ECOATLAS,13,Donor Countries,2022
Cuba,287k,,VIGILANCIA MARINA EN CUBA,13,Donor Countries,2022
Cuba,2M,,SOLUCIONES INGENIERAS MALECON,13,Donor Countries,2022
Cuba,783k,,RESILIENCIA URBANA HABANA,13,Donor Countries,2022
Cuba,646k,,Empleo para Jóvenes en Guantánamo,13,Donor Countries,2022
Cuba,9k,,Igualdad Género Gestión Calidad Alimentaria,13,Donor Countries,2022
Cuba,337k,,MUNICIPIO MARTI ENERGIA SOSTENIBLE,13,Donor Countries,2022
Cuba,2M,,Empleo Autoabastecimiento COVID-19,13,Donor Countries,2022
Cuba,3k,,TURISMO SOSTENIBLE PREPARATORIA,13,Donor Countries,2022
Cuba,831k,,Reducción del Riesgo de sequía e inundaciones,13,Donor Countries,2022
Cuba,95k,,NAP Havana Coastal Zone,13,Donor Countries,2022
Cuba,2M,,Mi Costa -Coastal Resilience by Ecosystem Based Adaption,13,Donor Countries,2022
Cuba,833k,,Respuesta inmediata Pinar del Rio (H.Ian),13,Donor Countries,2022
Cuba,196k,,Emergency Matanzas Supertanker Base,13,Donor Countries,2022
Cuba,141k,,Housing-urban planning in Havana,13,Donor Countries,2022
Dominica,83M,,Dominica Development and Reconstruction Facility,13,Donor Countries,2022
Dominica,856k,,“Strengthening sustainable livelihoods and resilience i,13,Donor Countries,2022
Dominican Republic,176k,,Recuperación socioeconómica de hogares y MIPYMES,13,Donor Countries,2022
Dominican Republic,327k,,Sostenibilidad y resiliencia,13,Donor Countries,2022
Dominican Republic,14M,,Transformación INABIE,13,Donor Countries,2022
Dominican Republic,139k,,Contribuyendo a la territorialización de la Agenda 2030,13,Donor Countries,2022
Fiji,42k,,Fiji HydroChloroFluoroCarbons Phase-Out Management Plan,13,Donor Countries,2022
Fiji,3k,,Resilience and sustainable development (RSD),13,Donor Countries,2022
Fiji,502k,,Pacific RSD Support,13,Donor Countries,2022
Fiji,5M,,Governance for Resilient Development in the Pacific,13,Donor Countries,2022
Fiji,560k,,COVID-19 Response support in the Pacific,13,Donor Countries,2022
Fiji,2M,,Climate Security in the Pacific,13,Donor Countries,2022
Fiji,999k,,Solarisation of Head of State Residences in the Pacific,13,Donor Countries,2022
Grenada,2M,,Climate Resilient Agriculture for Integrated Landscape,13,Donor Countries,2022
Guinea-Bissau,1,,Climate Change Adaptation,13,Donor Countries,2022
Guinea-Bissau,6M,,SD-Coastal area resilience to climate/GEF,13,Donor Countries,2022
Guinea-Bissau,214k,,HC - UNDP Guinea Bissau Early Response to COVID-19,13,Donor Countries,2022
Guinea-Bissau,632k,,SD-Climate Promise Support/NDC,13,Donor Countries,2022
Guinea-Bissau,53k,,SP-Establishing a NAP Process in Guinea Bissau / GCF,13,Donor Countries,2022
Guyana,37k,,Mainstream and Monitor Rio Convention implementation,13,Donor Countries,2022
Guyana,51k,,"Enabling Gender-Responsive Disaster Recovery, Climate",13,Donor Countries,2022
Guyana,350k,,Technical and Institutional Strengthening - Min Nat Res,13,Donor Countries,2022
Haiti,5k,,Adaptation basée sur les écosystèmes,13,Donor Countries,2022
Haiti,149,,Increasing Human Security to DRR,13,Donor Countries,2022
Haiti,1,,CARTOGRAPHIE MULTIRISQUES ET GESTION DU SOL,13,Donor Countries,2022
Haiti,1M,,Electrification Rurale et Autonomisation des Femmes,13,Donor Countries,2022
Haiti,2M,,Renforcement du système de gestion des déchets solides,13,Donor Countries,2022
Haiti,59k,,Appui à la Préparation et à la Gestion des Désastres (Ha,13,Donor Countries,2022
Haiti,632k,,National Adaptation Plan,13,Donor Countries,2022
Haiti,706k,,Installation Pompes Solaires,13,Donor Countries,2022
Haiti,38k,,Climate Promise Haiti,13,Donor Countries,2022
Haiti,448k,,INITIATION PLAN-POST SEISME,13,Donor Countries,2022
Haiti,42k,,PPG Biodiversite GEF7,13,Donor Countries,2022
Haiti,65k,,Developpement de projets,13,Donor Countries,2022
Haiti,822k,,Renforcement des capacites de prevention des risques,13,Donor Countries,2022
Haiti,300k,,Capacity Building Initiative for Transparency (CBIT),13,Donor Countries,2022
Haiti,231k,,Paysages productifs,13,Donor Countries,2022
Haiti,120k,,Securite Climatique,13,Donor Countries,2022
Jamaica,3k,,HCFC Phase out Management Plan -1st Stage Implementation,13,Donor Countries,2022
Jamaica,7k,,Initiation Plan for Ratification of Kigali Amendment,13,Donor Countries,2022
Jamaica,518k,,EnGender - Jamaica,13,Donor Countries,2022
Jamaica,86k,,Engagement Facility - Bahamas,13,Donor Countries,2022
Jamaica,22k,,Fourth National Communication & Biennial Update Report,13,Donor Countries,2022
Jamaica,526k,,Abaco Centre,13,Donor Countries,2022
Kiribati,1M,,Enhancing national food security,13,Donor Countries,2022
Kiribati,823k,,KIR LDCF WoI,13,Donor Countries,2022
Maldives,3M,,GCF-Managing climate change induced water shortages,13,Donor Countries,2022
Maldives,360k,,Sustainable Economic Empowerment & Development for SMEs,13,Donor Countries,2022
Maldives,171k,,Reimagining Tourism in the Maldives,13,Donor Countries,2022
Maldives,205k,,Sustainable DRR/CCA and Mitigation in Maldives,13,Donor Countries,2022
Maldives,757k,,Project for Developing Sustainable Agricultural Economy,13,Donor Countries,2022
Maldives,452k,,JSB - Net Zero Emissions,13,Donor Countries,2022
Marshall Islands,3M,,RMI Disaster Preparedness&Infrastructure,13,Donor Countries,2022
Marshall Islands,700k,,DEEP DIVE Support Programme,13,Donor Countries,2022
Marshall Islands,271k,,RMI 3rd NC and 1st BUR,13,Donor Countries,2022
Mauritius,3M,,GCF - Accelerating Low Carbon,13,Donor Countries,2022
Mauritius,2M,,Restoring Marine Ecosystem by Rehabilitating Coral Reefs,13,Donor Countries,2022
Mauritius,546k,,COVID-19 MAURITIUS,13,Donor Countries,2022
Mauritius,163k,,Humanitarian emergency assistance to overcome the oil sp,13,Donor Countries,2022
Mauritius,402k,,Mainstreaming SLM and Biodiversity Conversation in Mtius,13,Donor Countries,2022
Mauritius,339k,,CBIT - Greenhouse Gas Inventory,13,Donor Countries,2022
"Micronesia, Federated States of",2M,,FSM Disaster Prevention and Mitigation,13,Donor Countries,2022
"Micronesia, Federated States of",254k,,Third National Communication (TNC) and First Biennial Update Report (FBUR),13,Donor Countries,2022
"Micronesia, Federated States of",1M,,Micronesia Public Sector Buildings Energy Efficiency,13,Donor Countries,2022
Nauru,1M,,Nauru SMARTEN FSP,13,Donor Countries,2022
Niue,435k,,Niue Ridge to Reef,13,Donor Countries,2022
Niue,985k,,Accelerating RE & EE in Niue (AREAN),13,Donor Countries,2022
Palau,1M,,Palau Disaster Preparedness and improved infrastructure,13,Donor Countries,2022
Papua New Guinea,2,,WB FCPF REDD+ Readiness II,13,Donor Countries,2022
Papua New Guinea,574k,,PIMS5569 Renewable Energy & Energy Efficiency,13,Donor Countries,2022
Papua New Guinea,1,,PIMS6394 PPG Integrated Landuse Planning in New Britain,13,Donor Countries,2022
Papua New Guinea,494k,,PIMS 6119 Advancing PNG NAP,13,Donor Countries,2022
Papua New Guinea,821k,,Humanitarian Advisory Services Team,13,Donor Countries,2022
Papua New Guinea,3M,,Strengthening Integrated Sustainable Landscape Managemen,13,Donor Countries,2022
Papua New Guinea,700k,,Preventing Climate-Induced Conflicts,13,Donor Countries,2022
Papua New Guinea,554k,,Sustainable Integrated Land Use [GEF],13,Donor Countries,2022
Samoa,2M,,Economy-wide integration of CC Adaptation (FSP),13,Donor Countries,2022
Samoa,6M,,Green Climate Fund Vaisigano River Catchment,13,Donor Countries,2022
Samoa,1M,,IMPRESS_Renewable Energy (Full Size),13,Donor Countries,2022
Samoa,623k,,Third National Communication and Biennial Update Report,13,Donor Countries,2022
Sao Tome and Principe,207k,,Delivering Climate Promise in STP| NDC Support Programme,13,Donor Countries,2022
Sao Tome and Principe,50k,,PPG African Minigrids Program STP,13,Donor Countries,2022
Seychelles,220k,,Ecosystem Based Adaptation to Climate Change in Seychell,13,Donor Countries,2022
Seychelles,8k,,Global Climate Change Alliance Seychelles Programme,13,Donor Countries,2022
Seychelles,369k,,Facilitating Recovery through Digital Solutions,13,Donor Countries,2022
Solomon Islands,621k,,SOI: Advancing National Development Agenda and SDGs,13,Donor Countries,2022
Solomon Islands,2M,,SOI DRM COVID19,13,Donor Countries,2022
Solomon Islands,911k,,SOI: Rural Electrification (SPIRES),13,Donor Countries,2022
Solomon Islands,872,,PPG _SOI_Biodiversity and Land Degradation,13,Donor Countries,2022
Suriname,144k,,"Strengthening capacities for REDD+ (Countries’ efforts to Reduce Emissions from Deforestation and Forest degradation, and foster conservation, sustainable management of forests, and enhancement of forest carbon stocks)",13,Donor Countries,2022
Suriname,494k,,"Enabling Gender-Responsive Disaster Recovery, Climate an",13,Donor Countries,2022
Suriname,2M,,Climate Change Adaptation Suriname phase 2,13,Donor Countries,2022
